codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
81180,PSPLG,***,AVIAO,CIRRUS DESIGN,SR22,SR22,PISTAO,MONOMOTOR,1633.0,1633.0,5.0,0.0,BRASIL,BRASIL,AVIAO,PARTICULAR,GOVERNADOR JOSE RICHA,Comandante Rolim Adolfo Amaro,APROXIMACAO FINAL,PRIVADA,NENHUM,0.0,81180,81180,81180,81180,INCIDENTE,-23.18166666666,-46.94361111111,JUNDIAI,SP,BRASIL,SBJD,03/12/2022,18:50:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81179,PSSJT,***,AVIAO,BEECH AIRCRAFT,400A,BE40,JATO,BIMOTOR,7303.0,7303.0,0.0,1997.0,BRASIL,BRASIL,AVIAO,PARTICULAR,REGIONAL HUGO CANTERGIANI,GOVERNADOR JOSE RICHA,CRUZEIRO,PRIVADA,NENHUM,0.0,81179,81179,81179,81179,INCIDENTE,***,***,CAXIAS DO SUL,RS,BRASIL,FAER,28/11/2022,13:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81178,PRFLM,***,AVIAO,PIPER AIRCRAFT,PA-34-200,PA34,PISTAO,BIMOTOR,1905.0,1905.0,6.0,1972.0,BRASIL,BRASIL,AVIAO,PARTICULAR,HERCILIO LUZ,HERCILIO LUZ,CORRIDA APOS POUSO,INSTRUCAO,NENHUM,0.0,81178,81178,81178,81178,INCIDENTE GRAVE,***,***,FLORIANOPOLIS,SC,BRASIL,SBFL,12/12/2022,17:00:00,SIM,FINALIZADA,***,NAO,,0,1,SIM
81177,PRADK,***,AVIAO,CESSNA AIRCRAFT,A188B,C188,PISTAO,MONOMOTOR,1905.0,1905.0,1.0,1975.0,BRASIL,BRASIL,AVIAO,AGRICOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRICOLA,SUBSTANCIAL,0.0,81177,81177,81177,81177,ACIDENTE,-18.407778,-49.957222,INACIOLANDIA,GO,BRASIL,FAER,08/12/2022,21:30:00,SIM,ATIVA,A-142/CENIPA/2022,NAO,,0,1,NAO
81176,PSSFE,***,AVIAO,MONTAER,MONTAER MC01,MC01,TURBOELICE,MONOMOTOR,600.0,600.0,2.0,2022.0,BRASIL,BRASIL,AVIAO,INSTRUCAO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,CRUZEIRO,INSTRUCAO,NENHUM,0.0,81176,81176,81176,81176,INCIDENTE,***,***,CACAPAVA,SP,BRASIL,FAER,11/12/2022,18:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81175,PTWFQ,***,AVIAO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOELICE,BIMOTOR,4082.0,4082.0,6.0,1978.0,BRASIL,BRASIL,AVIAO,PARTICULAR,GURUPI,Comandante Rolim Adolfo Amaro,CORRIDA APOS POUSO,PRIVADA,LEVE,0.0,81175,81175,81175,81175,INCIDENTE,-23.18166666666,-46.94361111111,JUNDIAI,SP,BRASIL,SBJD,09/12/2022,15:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81174,PPJLO,***,AVIAO,EMBRAER,EMB-135BJ,E135,JATO,BIMOTOR,22500.0,22500.0,17.0,2009.0,BRASIL,BRASIL,AVIAO,PARTICULAR,SAO PAULO CATARINA AEROPORTO EXECUTIVO,SAO PAULO CATARINA AEROPORTO EXECUTIVO,DECOLAGEM,PRIVADA,NENHUM,0.0,81174,81174,81174,81174,INCIDENTE,***,***,BELO HORIZONTE,MG,BRASIL,SBBH,06/12/2022,20:45:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81173,PPAAO,***,AVIAO,HAWKER BEECHCRAFT,400A,BE40,JATO,BIMOTOR,7394.0,7394.0,,,BRASIL,BRASIL,AVIAO,PARTICULAR,BACACHERI,CAPITAO JOAO BUSSE,DESCIDA,PRIVADA,LEVE,0.0,81173,81173,81173,81173,INCIDENTE,***,***,MARINGA,PR,BRASIL,FAER,02/12/2022,14:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81172,PTHBF,***,AVIAO,PIPER AIRCRAFT,PA-46-500TP,P46T,TURBOELICE,MONOMOTOR,2310.0,2310.0,6.0,2019.0,BRASIL,BRASIL,AVIAO,PARTICULAR,BLUMENAU,HERCILIO LUZ,POUSO,PRIVADA,NENHUM,0.0,81172,81172,81172,81172,INCIDENTE GRAVE,***,***,FLORIANOPOLIS,SC,BRASIL,SBFL,09/12/2022,10:20:00,SIM,FINALIZADA,IG-143/CENIPA/2022,SIM,2023-11-22,1,1,NAO
81171,PTARC,***,AVIAO,PIPER AIRCRAFT,PA-18,PA18,PISTAO,MONOMOTOR,680.0,680.0,2.0,1953.0,BRASIL,BRASIL,AVIAO,INSTRUCAO,FAZENDA VALE ELDORADO - DR JOSE DE AGUIAR LEME,FAZENDA VALE ELDORADO - DR JOSE DE AGUIAR LEME,ARREMETIDA NO SOLO,INSTRUCAO,SUBSTANCIAL,0.0,81171,81171,81171,81171,ACIDENTE,***,***,BRAGANCA PAULISTA,SP,BRASIL,SDVH,07/12/2022,19:30:00,SIM,FINALIZADA,A-140/CENIPA/2022,SIM,2024-04-15,0,1,SIM
81170,PRGXQ,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,186.0,2014.0,BRASIL,BRASIL,AVIAO,REGULAR,CONGONHAS,PORTO SEGURO,SUBIDA,REGULAR,NENHUM,0.0,81170,81170,81170,81170,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,09/12/2022,18:20:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81169,PUBMR,***,ULTRALEVE,DESCONHECIDO,RANS COYOTE II,ULAC,PISTAO,MONOMOTOR,510.0,510.0,2.0,1994.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,BRIGADEIRO ARARIPE MACEDO,BRIGADEIRO ARARIPE MACEDO,POUSO,PRIVADA,SUBSTANCIAL,0.0,81169,81169,81169,81169,ACIDENTE,-16.26194444444,-47.96638888888,LUZIANIA,GO,BRASIL,SWUZ,07/12/2022,14:50:00,SIM,FINALIZADA,A-141/CENIPA/2022,SIM,2023-05-31,0,1,SIM
81168,PRAYG,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2010.0,BRASIL,BRASIL,AVIAO,REGULAR,VAL DE CANS / JULIO CEZAR RIBEIRO,PINTO MARTINS,DECOLAGEM,REGULAR,NENHUM,0.0,81168,81168,81168,81168,INCIDENTE,***,***,BELEM,PA,BRASIL,SBBE,03/12/2022,10:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81167,PRAUO,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290.0,52290.0,125.0,2015.0,BRASIL,BRASIL,AVIAO,REGULAR,VIRACOPOS,VAL DE CANS / JULIO CEZAR RIBEIRO,CRUZEIRO,REGULAR,NENHUM,0.0,81167,81167,81167,81167,INCIDENTE,-18.88361111111,-48.22527777777,UBERLANDIA,MG,BRASIL,SBUL,06/12/2022,19:35:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81166,PRMAK,***,AVIAO,AIRBUS,A320-232,A320,JATO,BIMOTOR,77000.0,77000.0,166.0,2002.0,BRASIL,BRASIL,AVIAO,REGULAR,EDUARDO GOMES,GOVERNADOR ANDRE FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0.0,81166,81166,81166,81166,INCIDENTE,-3.041111111111,-60.05055555555,MANAUS,AM,BRASIL,SBEG,26/11/2022,06:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81165,PRAYW,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2011.0,BRASIL,BRASIL,AVIAO,REGULAR,DEPUTADO LUIS EDUARDO MAGALHAES,TANCREDO NEVES,APROXIMACAO FINAL,REGULAR,NENHUM,0.0,81165,81165,81165,81165,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,SBCF,03/12/2022,06:41:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81163,PRWGO,***,AVIAO,BEECH AIRCRAFT,58,BE58,PISTAO,BIMOTOR,2494.0,2494.0,6.0,1984.0,BRASIL,BRASIL,AVIAO,PARTICULAR,FAZENDA NOSSA SENHORA DA CANDELARIA,AEROCLUBE DE AQUIDAUANA,CORRIDA APOS POUSO,PRIVADA,LEVE,0.0,81163,81163,81163,81163,INCIDENTE,***,***,AQUIDAUANA,MS,BRASIL,SSHA,05/12/2022,14:10:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81162,PTWBH,***,AVIAO,PIPER AIRCRAFT,PA-25-235,PA25,PISTAO,MONOMOTOR,1315.0,1315.0,1.0,1976.0,BRASIL,BRASIL,AVIAO,PARTICULAR,COMANDANTE ANTONIO AMILTON BERALDO,COMANDANTE ANTONIO AMILTON BERALDO,APROXIMACAO FINAL,INSTRUCAO,SUBSTANCIAL,0.0,81162,81162,81162,81162,ACIDENTE,***,***,PONTA GROSSA,PR,BRASIL,SBPG,05/12/2022,19:50:00,SIM,ATIVA,A-139/CENIPA/2022,NAO,,0,1,NAO
81161,PRCMC,***,AVIAO,PIPER AIRCRAFT,PA-32R-301T,PA32,PISTAO,MONOMOTOR,1633.0,1633.0,6.0,2004.0,BRASIL,BRASIL,AVIAO,PARTICULAR,FLORES,FLORES,POUSO,PRIVADA,SUBSTANCIAL,0.0,81161,81161,81161,81161,ACIDENTE,***,***,MANAUS,AM,BRASIL,SWFN,04/12/2022,15:47:00,SIM,FINALIZADA,A-137/CENIPA/2022,SIM,2025-01-17,0,1,SIM
81160,PRLCZ,***,HELICOPTERO,SIKORSKY,S-76C,S76,TURBOEIXO,BIMOTOR,5307.0,5307.0,14.0,2008.0,BRASIL,BRASIL,HELICOPTERO,MULTIPLA,MACAE/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO,PRA-1,APROXIMACAO FINAL,TAXI AEREO,NENHUM,0.0,81160,81160,81160,81160,INCIDENTE,***,***,MACAE,RJ,BRASIL,FAER,02/12/2022,14:38:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81159,PTDUQ,***,AVIAO,CESSNA AIRCRAFT,150G,C150,PISTAO,MONOMOTOR,726.0,726.0,2.0,1967.0,BRASIL,BRASIL,AVIAO,INSTRUCAO,Clube Estancia Ouro Verde,SEVERINO LOPES,APROXIMACAO FINAL,INSTRUCAO,SUBSTANCIAL,0.0,81159,81159,81159,81159,ACIDENTE,-6.058888888888,-35.19777777777,NISIA FLORESTA,RN,BRASIL,FAER,04/12/2022,14:20:00,SIM,FINALIZADA,A-138/CENIPA/2022,SIM,2024-04-27,1,1,NAO
81158,PRGEI,***,AVIAO,BOEING,737-76N,B737,JATO,BIMOTOR,65997.0,65997.0,,,BRASIL,BRASIL,AVIAO,REGULAR,TANCREDO NEVES,CONGONHAS,SUBIDA,REGULAR,NENHUM,0.0,81158,81158,81158,81158,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,SBCF,02/12/2022,12:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81157,PRBYZ,***,AVIAO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOELICE,BIMOTOR,3946.0,3946.0,7.0,1978.0,BRASIL,BRASIL,AVIAO,TAXI AEREO,REGIONAL ORLANDO VILLAS BOAS,MARECHAL RONDON,CORRIDA APOS POUSO,TAXI AEREO,LEVE,0.0,81157,81157,81157,81157,INCIDENTE,-15.65,-56.1175,CUIABA,MT,BRASIL,SBCY,03/12/2022,18:44:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81156,PPJVF,***,AVIAO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOELICE,BIMOTOR,4756.0,4756.0,8.0,2011.0,BRASIL,BRASIL,AVIAO,TAXI AEREO,BACACHERI,PRESIDENTE JUSCELINO KUBITSCHEK,TAXI,TAXI AEREO,LEVE,0.0,81156,81156,81156,81156,INCIDENTE,***,***,BRASILIA,DF,BRASIL,SBBR,17/11/2022,15:15:00,SIM,FINALIZADA,***,NAO,,0,2,NAO
81156,PTWFN,***,AVIAO,BEECH AIRCRAFT,C90A,BE9L,TURBOELICE,BIMOTOR,4791.0,4791.0,7.0,1993.0,BRASIL,BRASIL,AVIAO,NAO REGULAR,AERODROMO NAO CADASTRADO,AERODROMO NAO CADASTRADO,ESTACIONAMENTO,POLICIAL,LEVE,0.0,81156,81156,81156,81156,INCIDENTE,***,***,BRASILIA,DF,BRASIL,SBBR,17/11/2022,15:15:00,SIM,FINALIZADA,***,NAO,,0,2,NAO
81155,PRBIH,***,AVIAO,HAWKER BEECHCRAFT,B300,B350,TURBOELICE,BIMOTOR,6804.0,6804.0,11.0,2013.0,BRASIL,BRASIL,AVIAO,PARTICULAR,AERODROMO NAO CADASTRADO,PRIMAVERA DO LESTE,DECOLAGEM,PRIVADA,LEVE,0.0,81155,81155,81155,81155,INCIDENTE,-14.86,-53.5,SANTO ANTONIO DO LESTE,MT,BRASIL,NCAD,08/11/2022,17:25:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81154,PRAYX,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2011.0,BRASIL,BRASIL,AVIAO,REGULAR,SENADOR NILO COELHO,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0.0,81154,81154,81154,81154,INCIDENTE,***,***,RECIFE,PE,BRASIL,SBRF,29/11/2022,23:24:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81153,PTWMK,***,AVIAO,CESSNA AIRCRAFT,A188B,C188,PISTAO,MONOMOTOR,1814.0,1814.0,1.0,1973.0,BRASIL,BRASIL,AVIAO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRICOLA,SUBSTANCIAL,0.0,81153,81153,81153,81153,ACIDENTE,-13.247500,-53.087222,GAUCHA DO NORTE,MT,BRASIL,FAER,29/11/2022,12:35:00,SIM,FINALIZADA,A-136/CENIPA/2022,SIM,2024-04-15,0,1,NAO
81152,PRAYK,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2010.0,BRASIL,BRASIL,AVIAO,REGULAR,VITORIA DA CONQUISTA,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0.0,81152,81152,81152,81152,INCIDENTE,***,***,VITORIA DA CONQUISTA,BA,BRASIL,SBVC,30/11/2022,22:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81151,PRVSA,***,HELICOPTERO,EUROCOPTER,EC 155 B1,EC55,TURBOEIXO,BIMOTOR,4920.0,4920.0,10.0,2010.0,BRASIL,BRASIL,HELICOPTERO,PARTICULAR,AERODROMO NAO CADASTRADO,TANCREDO NEVES,CRUZEIRO,PRIVADA,LEVE,0.0,81151,81151,81151,81151,INCIDENTE,-19.70222222222,-43.98666666666,SAO JOSE DA LAPA,MG,BRASIL,NCAD,29/11/2022,14:55:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81150,PRMRT,***,HELICOPTERO,AGUSTA,AW139,A139,TURBOEIXO,BIMOTOR,6800.0,6800.0,17.0,2007.0,BRASIL,BRASIL,HELICOPTERO,TAXI AEREO,AERODROMO NAO CADASTRADO,CABO FRIO,CRUZEIRO,TAXI AEREO,NENHUM,0.0,81150,81150,81150,81150,INCIDENTE,-22.92083333333,-42.07138888888,CABO FRIO,RJ,BRASIL,SBCB,25/11/2022,19:30:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81149,PPALV,***,AVIAO,CESSNA AIRCRAFT,T210R,C210,PISTAO,MONOMOTOR,1746.0,1746.0,6.0,1985.0,BRASIL,BRASIL,AVIAO,PARTICULAR,AEROCLUBE DE PASSO FUNDO,AEROCLUBE DE PASSO FUNDO,SUBIDA,PRIVADA,LEVE,0.0,81149,81149,81149,81149,INCIDENTE GRAVE,-27.39111111111,-52.82194444444,NONOAI,RS,BRASIL,FAER,25/11/2022,13:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81148,PRGXP,***,AVIAO,BOEING,737-8EH,B738,JATO,BIMOTOR,70533.0,70533.0,0.0,2014.0,BRASIL,BRASIL,AVIAO,REGULAR,CONGONHAS,SANTOS DUMONT,DECOLAGEM,REGULAR,LEVE,0.0,81148,81148,81148,81148,INCIDENTE,-23.62611111111,-46.65638888888,SAO PAULO,SP,BRASIL,SBSP,26/11/2022,13:00:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81147,PTXDN,***,AVIAO,LEARJET,45 (LEARJET 40),LJ40,JATO,BIMOTOR,9231.0,9231.0,9.0,2006.0,BRASIL,BRASIL,AVIAO,TAXI AEREO,SANTOS DUMONT,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,SUBIDA,TAXI AEREO,LEVE,0.0,81147,81147,81147,81147,INCIDENTE,***,***,RIO DE JANEIRO,RJ,BRASIL,SBRJ,25/11/2022,09:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81146,PRAIY,***,AVIAO,AIRBUS,A330-243,A332,JATO,BIMOTOR,233000.0,233000.0,,,BRASIL,BRASIL,AVIAO,REGULAR,VIRACOPOS,AEROPORTO INTERNACIONAL DE ORLANDO,CRUZEIRO,REGULAR,NENHUM,0.0,81146,81146,81146,81146,ACIDENTE,-3.038333333333,-60.04916666666,MANAUS,AM,BRASIL,FAER,28/11/2022,02:00:00,SIM,ATIVA,A-135/CENIPA/2022,NAO,,0,1,NAO
81145,PSMEK,***,HELICOPTERO,EUROCOPTER FRANCE,AS 365 N2,AS65,TURBOEIXO,BIMOTOR,4250.0,4250.0,10.0,0.0,BRASIL,BRASIL,HELICOPTERO,MULTIPLA,FORA DE AERODROMO,BRIGADEIRO LYSIAS RODRIGUES,CRUZEIRO,ESPECIALIZADA,SUBSTANCIAL,1.0,81145,81145,81145,81145,ACIDENTE,-10.83833333333,-48.30138888888,PORTO NACIONAL,TO,BRASIL,FAER,25/11/2022,17:45:00,SIM,ATIVA,A-134/CENIPA/2022,NAO,,0,1,NAO
81144,PPBUS,***,AVIAO,CIRRUS,SR22,SR22,PISTAO,MONOMOTOR,1542.0,1542.0,4.0,2010.0,BRASIL,BRASIL,AVIAO,PARTICULAR,LUIS EDUARDO MAGALHAES,FAZ. BRINQUINHO,CORRIDA APOS POUSO,PRIVADA,LEVE,0.0,81144,81144,81144,81144,INCIDENTE GRAVE,***,***,SAO DESIDERIO,BA,BRASIL,SDRQ,22/11/2022,13:10:00,SIM,FINALIZADA,***,NAO,,0,1,SIM
81143,PPNNN,***,AVIAO,CESSNA AIRCRAFT,510,C510,JATO,BIMOTOR,3921.0,3921.0,6.0,2007.0,BRASIL,BRASIL,AVIAO,PARTICULAR,Comandante Rolim Adolfo Amaro,Comandante Rolim Adolfo Amaro,POUSO,PRIVADA,LEVE,0.0,81143,81143,81143,81143,INCIDENTE,-23.18166666666,-46.94361111111,JUNDIAI,SP,BRASIL,SBJD,23/11/2022,19:10:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81142,PTODZ,***,AVIAO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6396.0,6396.0,10.0,1990.0,BRASIL,BRASIL,AVIAO,TAXI AEREO,ALTAMIRA,EDUARDO GOMES,APROXIMACAO FINAL,TAXI AEREO,LEVE,0.0,81142,81142,81142,81142,INCIDENTE,***,***,MANAUS,AM,BRASIL,SBEG,24/10/2022,23:26:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81141,PRSKG,***,AVIAO,CESSNA AIRCRAFT,172S,C172,PISTAO,MONOMOTOR,1157.0,1157.0,4.0,2008.0,BRASIL,BRASIL,AVIAO,INSTRUCAO,Comandante Rolim Adolfo Amaro,JACAREPAGUA,POUSO,INSTRUCAO,NENHUM,0.0,81141,81141,81141,81141,INCIDENTE,***,***,RIO DE JANEIRO,RJ,BRASIL,SBJR,20/11/2022,12:01:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81139,PPOBL,***,AVIAO,AIR TRACTOR,AT-502A,AT5T,TURBOELICE,MONOMOTOR,3629.0,3629.0,1.0,2019.0,BRASIL,BRASIL,AVIAO,AGRICOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,PRIVADA,SUBSTANCIAL,1.0,81139,81139,81139,81139,ACIDENTE,-12.3198,-55.5041,VERA,MT,BRASIL,FAER,18/11/2022,18:00:00,SIM,FINALIZADA,A-133/CENIPA/2022,SIM,2024-12-09,0,1,NAO
81138,PTMAD,***,AVIAO,EMBRAER,EMB-121A,E121,TURBOELICE,BIMOTOR,5670.0,5670.0,7.0,1979.0,BRASIL,BRASIL,AVIAO,PARTICULAR,SARANDI,VACARIA NOVO,POUSO,PRIVADA,NENHUM,0.0,81138,81138,81138,81138,INCIDENTE GRAVE,***,***,FORQUILHINHA,SC,BRASIL,SSIM,17/11/2022,16:23:00,SIM,FINALIZADA,IG-130/CENIPA/2022,SIM,2023-09-22,0,1,NAO
81136,PSNCM,***,AVIAO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOELICE,BIMOTOR,4756.0,4756.0,8.0,0.0,BRASIL,BRASIL,AVIAO,PARTICULAR,MINEIROS,TERMAS POUSADA DO RIO QUENTE,TAXI,PRIVADA,LEVE,0.0,81136,81136,81136,81136,INCIDENTE,-17.5787,-52.5425,MINEIROS,GO,BRASIL,SWME,30/10/2022,16:15:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81135,PUBRT,***,ULTRALEVE,CIMAER,SPORTCRUISER SS120,ULAC,PISTAO,MONOMOTOR,600.0,600.0,2.0,2010.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AEROCLUBE DE SANTA CATARINA,AMERICANA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0.0,81135,81135,81135,81135,ACIDENTE,***,***,NAVEGANTES,SC,BRASIL,FAER,17/11/2022,18:10:00,SIM,FINALIZADA,A-131/CENIPA/2022,SIM,2023-11-22,0,1,NAO
81134,PRYRC,***,AVIAO,AIRBUS,A320-251N,A320,JATO,BIMOTOR,77000.0,77000.0,183.0,2016.0,BRASIL,BRASIL,AVIAO,REGULAR,GUARARAPES - GILBERTO FREYRE,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0.0,81134,81134,81134,81134,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,SBRF,14/11/2022,11:21:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81133,PRAXL,***,AVIAO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290.0,52290.0,125.0,2012.0,BRASIL,BRASIL,AVIAO,REGULAR,TANCREDO NEVES,PORTO SEGURO,SUBIDA,REGULAR,NENHUM,0.0,81133,81133,81133,81133,INCIDENTE,-19.64111111111,-43.97194444444,CONFINS,MG,BRASIL,SBCF,12/11/2022,16:35:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81131,PRVZR,***,AVIAO,GULFSTREAM,GIV-X,GLF4,JATO,BIMOTOR,33838.0,33838.0,17.0,0.0,BRASIL,BRASIL,AVIAO,TAXI AEREO,ANTONIO CARLOS JOBIM / GALEAO,ANTONIO CARLOS JOBIM / GALEAO,ESTACIONAMENTO,TAXI AEREO,LEVE,0.0,81131,81131,81131,81131,INCIDENTE,***,***,RIO DE JANEIRO,RJ,BRASIL,SBGL,16/11/2022,17:30:00,SIM,FINALIZADA,***,NAO,,0,2,NAO
81131,PRWRO,***,AVIAO,GULFSTREAM,GV-SP,GLF5,JATO,BIMOTOR,41277.0,41277.0,20.0,2009.0,BRASIL,BRASIL,AVIAO,TAXI AEREO,ANTONIO CARLOS JOBIM / GALEAO,PRESIDENTE JUSCELINO KUBITSCHEK,TAXI,TAXI AEREO,LEVE,0.0,81131,81131,81131,81131,INCIDENTE,***,***,RIO DE JANEIRO,RJ,BRASIL,SBGL,16/11/2022,17:30:00,SIM,FINALIZADA,***,NAO,,0,2,NAO
81130,PTUPE,***,AVIAO,NEIVA,EMB-202,IPAN,PISTAO,MONOMOTOR,1800.0,1800.0,1.0,2003.0,BRASIL,BRASIL,AVIAO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRICOLA,SUBSTANCIAL,0.0,81130,81130,81130,81130,ACIDENTE,-17.015833,-54.115000,ITIQUIRA,MT,BRASIL,FAER,04/11/2022,18:30:00,SIM,ATIVA,A-123/CENIPA/2022,NAO,,0,1,NAO
81128,PRADW,***,AVIAO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOELICE,BIMOTOR,4581.0,4581.0,7.0,2008.0,BRASIL,BRASIL,AVIAO,PARTICULAR,AERODROMO MUNICIPAL DE LINHARES,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,PRIVADA,NENHUM,0.0,81128,81128,81128,81128,INCIDENTE,-16.62972222222,-49.22666666666,GOIANIA,GO,BRASIL,SBGO,14/11/2022,21:01:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81127,PTVBQ,***,AVIAO,NEIVA,EMB-712,P28A,PISTAO,MONOMOTOR,1157.0,1157.0,4.0,1986.0,BRASIL,BRASIL,AVIAO,INSTRUCAO,BELEM NOVO,LAURO KURTZ,SUBIDA,INSTRUCAO,NENHUM,0.0,81127,81127,81127,81127,INCIDENTE,-29.62111111111,-51.64944444444,PAVERAMA,RS,BRASIL,FAER,17/11/2022,12:28:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
81126,PTUFY,***,AVIAO,NEIVA,EMB-201A,IPAN,PISTAO,MONOMOTOR,1800.0,1800.0,1.0,1990.0,BRASIL,BRASIL,AVIAO,AGRICOLA,AREA DE POUSO PARA USO AEROAGRICOLA,AREA DE POUSO PARA USO AEROAGRICOLA,POUSO,AGRICOLA,SUBSTANCIAL,0.0,81126,81126,81126,81126,ACIDENTE,***,***,SANTA VITORIA DO PALMAR,RS,BRASIL,APUA,16/11/2022,19:00:00,SIM,ATIVA,A-129/CENIPA/2022,NAO,,0,1,SIM
81125,PSGPF,***,AVIAO,BOEING,737-8 MAX,Boeig,,BIMOTOR,82190.0,82190.0,0.0,0.0,BRASIL,BRASIL,AVIAO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0.0,81125,81125,81125,81125,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,SBGR,13/11/2022,21:10:00,SIM,FINALIZADA,***,NAO,,0,1,NAO
